fake_year,id,date,precip,max_temp_degF,min_temp_degF,new,depth_in,timestamp,year,month,week,julian_day,winter_day,winter,daily_percent_rank,percentile_label
1991-03-02,3714,1965-03-02,0,30,17,0,39,2002-10-10T12:46:18Z,1965,3,9,61,-189,1964-1965,0.09230769230769231,Percentile: 9.2
1991-03-02,4079,1966-03-02,0.37,22,18,1,77,2002-10-10T12:46:18Z,1966,3,9,61,-189,1965-1966,0.6307692307692307,Percentile: 63.1
1991-03-02,4444,1967-03-02,0,12,NA,0,69,2002-10-10T12:46:18Z,1967,3,9,61,-189,1966-1967,0.5384615384615384,Percentile: 53.8
1991-03-02,4810,1968-03-02,0.34,16,NA,2,85,2002-10-10T12:46:18Z,1968,3,9,62,-188,1967-1968,0.8307692307692308,Percentile: 83.1
1991-03-02,5175,1969-03-02,0,27,17,0,112,2002-10-10T12:46:18Z,1969,3,9,61,-189,1968-1969,1,Percentile: 100
1991-03-02,5540,1970-03-02,0.1,23,12,1,75,2002-10-10T12:46:18Z,1970,3,9,61,-189,1969-1970,0.6,Percentile: 60
1991-03-02,5905,1971-03-02,0,20,6,0,83,2002-10-10T12:46:18Z,1971,3,9,61,-189,1970-1971,0.8,Percentile: 80
1991-03-02,6271,1972-03-02,0.18,45,27,0,75,2002-10-10T12:46:18Z,1972,3,9,62,-188,1971-1972,0.6,Percentile: 60
1991-03-02,6636,1973-03-02,0.18,28,24,1,85,2002-10-10T12:46:18Z,1973,3,9,61,-189,1972-1973,0.8307692307692308,Percentile: 83.1
1991-03-02,7001,1974-03-02,0.15,22,10,1,48,2002-10-10T12:46:18Z,1974,3,9,61,-189,1973-1974,0.12307692307692308,Percentile: 12.3
1991-03-02,7366,1975-03-02,0.2,22,9,8,78,2002-10-10T12:46:18Z,1975,3,9,61,-189,1974-1975,0.676923076923077,Percentile: 67.7
1991-03-02,7549,1976-03-02,0.39,15,4,4.5,74,2002-10-10T12:46:18Z,1976,3,9,62,-188,1975-1976,0.5692307692307692,Percentile: 56.9
1991-03-02,7914,1977-03-02,0.1,14,3,1,92,2002-10-10T12:46:18Z,1977,3,9,61,-189,1976-1977,0.9230769230769231,Percentile: 92.3
1991-03-02,8279,1978-03-02,0,3,-10,0,88,2002-10-10T12:46:18Z,1978,3,9,61,-189,1977-1978,0.8923076923076924,Percentile: 89.2
1991-03-02,8644,1979-03-02,0.2,29,20,0.8,79,2002-10-10T12:46:18Z,1979,3,9,61,-189,1978-1979,0.7076923076923077,Percentile: 70.8
1991-03-02,9010,1980-03-02,0,7,-16,0,35,2002-10-10T12:46:18Z,1980,3,9,62,-188,1979-1980,0.046153846153846156,Percentile: 4.6
1991-03-02,9375,1981-03-02,0.12,25,14,2,59,2002-10-10T12:46:18Z,1981,3,9,61,-189,1980-1981,0.26153846153846155,Percentile: 26.2
1991-03-02,9740,1982-03-02,0.16,18,4,3,104,2002-10-10T12:46:18Z,1982,3,9,61,-189,1981-1982,0.9692307692307692,Percentile: 96.9
1991-03-02,10105,1983-03-02,0.07,36,28,0,28,2002-10-10T12:46:18Z,1983,3,9,61,-189,1982-1983,0.03076923076923077,Percentile: 3.1
1991-03-02,10471,1984-03-02,0.13,0,-5,1,77,2002-10-10T12:46:18Z,1984,3,9,62,-188,1983-1984,0.6307692307692307,Percentile: 63.1
1991-03-02,10836,1985-03-02,0,36,22,0,48,2002-10-10T12:46:18Z,1985,3,9,61,-189,1984-1985,0.12307692307692308,Percentile: 12.3
1991-03-02,11201,1986-03-02,0.01,17,11,0,68,2002-10-10T12:46:18Z,1986,3,9,61,-189,1985-1986,0.5230769230769231,Percentile: 52.3
1991-03-02,11566,1987-03-02,0.53,26,23,2,85,2002-10-10T12:46:18Z,1987,3,9,61,-189,1986-1987,0.8307692307692308,Percentile: 83.1
1991-03-02,11932,1988-03-02,0,28,-9,0,59,2002-10-10T12:46:18Z,1988,3,9,62,-188,1987-1988,0.26153846153846155,Percentile: 26.2
1991-03-02,12297,1989-03-02,0,12,-3,0,66,2002-10-10T12:46:18Z,1989,3,9,61,-189,1988-1989,0.5076923076923077,Percentile: 50.8
1991-03-02,12662,1990-03-02,0,34,14,0,61,2002-10-10T12:46:18Z,1990,3,9,61,-189,1989-1990,0.2923076923076923,Percentile: 29.2
1991-03-02,13027,1991-03-02,0.5,48,33,0,48,2002-10-10T12:46:18Z,1991,3,9,61,-189,1990-1991,0.12307692307692308,Percentile: 12.3
1991-03-02,13393,1992-03-02,0.04,24,-23,NA,65,2002-10-10T12:46:18Z,1992,3,9,62,-188,1991-1992,0.46153846153846156,Percentile: 46.2
1991-03-02,13758,1993-03-02,0,15,8,0,62,2002-10-10T12:46:18Z,1993,3,9,61,-189,1992-1993,0.3230769230769231,Percentile: 32.3
1991-03-02,14123,1994-03-02,0,13,1,0,64,2002-10-10T12:46:18Z,1994,3,9,61,-189,1993-1994,0.4,Percentile: 40
1991-03-02,14488,1995-03-02,0,16,3,0,47,2002-10-10T12:46:18Z,1995,3,9,61,-189,1994-1995,0.1076923076923077,Percentile: 10.8
1991-03-02,14854,1996-03-02,0,15,7,0,81,2002-10-10T12:46:18Z,1996,3,9,62,-188,1995-1996,0.7692307692307693,Percentile: 76.9
1991-03-02,15219,1997-03-02,0.3,43,25,0,53,2002-10-10T12:46:18Z,1997,3,9,61,-189,1996-1997,0.2,Percentile: 20
1991-03-02,15584,1998-03-02,0,30,25,0,84,2002-10-10T12:46:18Z,1998,3,9,61,-189,1997-1998,0.8153846153846154,Percentile: 81.5
1991-03-02,15949,1999-03-02,0.64,24,13,7.5,61,2002-10-10T12:46:18Z,1999,3,9,61,-189,1998-1999,0.2923076923076923,Percentile: 29.2
1991-03-02,16306,2000-03-02,0.17,35,22,1.5,63,2002-10-10T12:46:18Z,2000,3,9,62,-188,1999-2000,0.35384615384615387,Percentile: 35.4
1991-03-02,16643,2001-03-02,0.07,13,-6,0.5,86,2002-10-10T12:46:18Z,2001,3,9,61,-189,2000-2001,0.8769230769230769,Percentile: 87.7
1991-03-02,16973,2002-03-02,0,24,12,0,64,2002-10-10T12:46:18Z,2002,3,9,61,-189,2001-2002,0.4,Percentile: 40
1991-03-02,17326,2003-03-02,0.41,27,18,3,79,2003-03-02T19:30:06Z,2003,3,9,61,-189,2002-2003,0.7076923076923077,Percentile: 70.8
1991-03-02,17684,2004-03-02,0.18,40,33,0,88,2004-03-02T19:30:07Z,2004,3,9,62,-188,2003-2004,0.8923076923076924,Percentile: 89.2
1991-03-02,18037,2005-03-02,0.54,11,3,8,78,2005-03-02T18:30:06Z,2005,3,9,61,-189,2004-2005,0.676923076923077,Percentile: 67.7
1991-03-02,18388,2006-03-02,0.02,13,3,0.02,64,2009-10-23T12:54:50Z,2006,3,9,61,-189,2005-2006,0.4,Percentile: 40
1991-03-02,18750,2007-03-02,0.53,21,12,3,77,2007-03-02T19:30:15Z,2007,3,9,61,-189,2006-2007,0.6307692307692307,Percentile: 63.1
1991-03-02,18973,2008-03-02,0.24,17,1,2.3,92,2008-03-02T18:30:02Z,2008,3,9,62,-188,2007-2008,0.9230769230769231,Percentile: 92.3
1991-03-02,19333,2009-03-02,0.15,18,-4,3.5,79,2009-03-02T18:30:02Z,2009,3,9,61,-189,2008-2009,0.7076923076923077,Percentile: 70.8
1991-03-02,19906,2010-03-02,0,31,22,0,100,2010-03-02T18:30:01Z,2010,3,9,61,-189,2009-2010,0.9538461538461539,Percentile: 95.4
1991-03-02,20266,2011-03-02,0.07,18,4,1.5,74,2011-03-02T19:30:03Z,2011,3,9,61,-189,2010-2011,0.5692307692307692,Percentile: 56.9
1991-03-02,20625,2012-03-02,0,26,13,0,81,2012-03-02T18:30:02Z,2012,3,9,62,-188,2011-2012,0.7692307692307693,Percentile: 76.9
1991-03-02,21113,2013-03-02,0.2,21,15,2.2,65,2013-03-02T18:30:01Z,2013,3,9,61,-189,2012-2013,0.46153846153846156,Percentile: 46.2
1991-03-02,21471,2014-03-02,0.13,12,-1,3,63,2014-03-02T18:30:02Z,2014,3,9,61,-189,2013-2014,0.35384615384615387,Percentile: 35.4
1991-03-02,21830,2015-03-02,0.2,12,6,2,79,2015-03-02T18:30:02Z,2015,3,9,61,-189,2014-2015,0.7076923076923077,Percentile: 70.8
1991-03-02,22187,2016-03-02,0.33,31,1,1.4,35,2016-03-02T18:30:02Z,2016,3,9,62,-188,2015-2016,0.046153846153846156,Percentile: 4.6
1991-03-02,22532,2017-03-02,0.53,46,1,1.5,62,2017-03-02T18:30:04Z,2017,3,9,61,-189,2016-2017,0.3230769230769231,Percentile: 32.3
1991-03-02,23213,2019-03-02,0,32,12,0,105,2019-03-02T23:30:01Z,2019,3,9,61,-189,2018-2019,0.9846153846153847,Percentile: 98.5
1991-03-02,23915,2021-03-02,0,20,14,0,55,2021-03-02T23:30:01Z,2021,3,9,61,-189,2020-2021,0.23076923076923078,Percentile: 23.1
1991-03-02,24268,2022-03-02,0,24,6,4,53,2022-03-02T23:30:01Z,2022,3,9,61,-189,2021-2022,0.2,Percentile: 20
1991-03-03,123,1955-03-03,0,23,-15,0,48,2002-10-10T12:46:18Z,1955,3,9,62,-188,1954-1955,0.15151515151515152,Percentile: 15.2
1991-03-03,489,1956-03-03,0.16,30,18,2,38,2002-10-10T12:46:18Z,1956,3,9,63,-187,1955-1956,0.09090909090909091,Percentile: 9.1
1991-03-03,854,1957-03-03,0.03,18,3,0.5,26,2002-10-10T12:46:18Z,1957,3,9,62,-188,1956-1957,0.015151515151515152,Percentile: 1.5
1991-03-03,1219,1958-03-03,0.08,29,19,1,60,2002-10-10T12:46:18Z,1958,3,9,62,-188,1957-1958,0.30303030303030304,Percentile: 30.3
1991-03-03,1584,1959-03-03,0,31,15,0,60,2002-10-10T12:46:18Z,1959,3,9,62,-188,1958-1959,0.30303030303030304,Percentile: 30.3
1991-03-03,1950,1960-03-03,0,8,-5,0,64,2002-10-10T12:46:18Z,1960,3,9,63,-187,1959-1960,0.42424242424242425,Percentile: 42.4
1991-03-03,2315,1961-03-03,0,33,18,0,15,2002-10-10T12:46:18Z,1961,3,9,62,-188,1960-1961,0,Percentile: 0
1991-03-03,2680,1962-03-03,0,-3,-18,0,55,2002-10-10T12:46:18Z,1962,3,9,62,-188,1961-1962,0.22727272727272727,Percentile: 22.7
1991-03-03,3045,1963-03-03,0.21,18,9,2,72,2002-10-10T12:46:18Z,1963,3,9,62,-188,1962-1963,0.5606060606060606,Percentile: 56.1
1991-03-03,3380,1964-03-03,0,44,26,0,45,2002-10-10T12:46:18Z,1964,3,9,63,-187,1963-1964,0.10606060606060606,Percentile: 10.6
1991-03-03,3715,1965-03-03,0,35,25,0,37,2002-10-10T12:46:18Z,1965,3,9,62,-188,1964-1965,0.07575757575757576,Percentile: 7.6
1991-03-03,4080,1966-03-03,0,25,15,0,75,2002-10-10T12:46:18Z,1966,3,9,62,-188,1965-1966,0.6515151515151515,Percentile: 65.2
1991-03-03,4445,1967-03-03,0,25,9,0,67,2002-10-10T12:46:18Z,1967,3,9,62,-188,1966-1967,0.4696969696969697,Percentile: 47
1991-03-03,4811,1968-03-03,0.35,10,-16,2.5,87,2002-10-10T12:46:18Z,1968,3,9,63,-187,1967-1968,0.8636363636363636,Percentile: 86.4
1991-03-03,5176,1969-03-03,0.06,23,17,1,113,2002-10-10T12:46:18Z,1969,3,9,62,-188,1968-1969,1,Percentile: 100
1991-03-03,5541,1970-03-03,0,24,7,0,72,2002-10-10T12:46:18Z,1970,3,9,62,-188,1969-1970,0.5606060606060606,Percentile: 56.1
1991-03-03,5906,1971-03-03,0.04,17,11,0.5,83,2002-10-10T12:46:18Z,1971,3,9,62,-188,1970-1971,0.7878787878787878,Percentile: 78.8
1991-03-03,6272,1972-03-03,1.92,45,7,12,79,2002-10-10T12:46:18Z,1972,3,9,63,-187,1971-1972,0.7121212121212122,Percentile: 71.2
1991-03-03,6637,1973-03-03,0,40,28,0,84,2002-10-10T12:46:18Z,1973,3,9,62,-188,1972-1973,0.803030303030303,Percentile: 80.3
1991-03-03,7002,1974-03-03,0.2,21,17,1,48,2002-10-10T12:46:18Z,1974,3,9,62,-188,1973-1974,0.15151515151515152,Percentile: 15.2
1991-03-03,7367,1975-03-03,0.42,19,2,11,84,2002-10-10T12:46:18Z,1975,3,9,62,-188,1974-1975,0.803030303030303,Percentile: 80.3
1991-03-03,7550,1976-03-03,0.19,20,8,1,73,2002-10-10T12:46:18Z,1976,3,9,63,-187,1975-1976,0.5909090909090909,Percentile: 59.1
1991-03-03,7915,1977-03-03,0,21,12,0,92,2002-10-10T12:46:18Z,1977,3,9,62,-188,1976-1977,0.9393939393939394,Percentile: 93.9
1991-03-03,8280,1978-03-03,0.01,11,-1,0.2,89,2002-10-10T12:46:18Z,1978,3,9,62,-188,1977-1978,0.9090909090909091,Percentile: 90.9
1991-03-03,8645,1979-03-03,0,32,22,0,78,2002-10-10T12:46:18Z,1979,3,9,62,-188,1978-1979,0.6666666666666666,Percentile: 66.7
1991-03-03,9011,1980-03-03,0,12,-3,0,34,2002-10-10T12:46:18Z,1980,3,9,63,-187,1979-1980,0.045454545454545456,Percentile: 4.5
1991-03-03,9376,1981-03-03,0.21,21,-3,2.5,59,2002-10-10T12:46:18Z,1981,3,9,62,-188,1980-1981,0.2878787878787879,Percentile: 28.8
1991-03-03,9741,1982-03-03,0.07,8,-12,2,106,2002-10-10T12:46:18Z,1982,3,9,62,-188,1981-1982,0.9848484848484849,Percentile: 98.5
1991-03-03,10106,1983-03-03,0.1,30,15,1,28,2002-10-10T12:46:18Z,1983,3,9,62,-188,1982-1983,0.030303030303030304,Percentile: 3
1991-03-03,10472,1984-03-03,0.09,-1,-9,0.5,74,2002-10-10T12:46:18Z,1984,3,9,63,-187,1983-1984,0.6060606060606061,Percentile: 60.6
1991-03-03,10837,1985-03-03,0.17,22,0,1,49,2002-10-10T12:46:18Z,1985,3,9,62,-188,1984-1985,0.19696969696969696,Percentile: 19.7
1991-03-03,11202,1986-03-03,0.2,26,15,1,69,2002-10-10T12:46:18Z,1986,3,9,62,-188,1985-1986,0.5303030303030303,Percentile: 53
1991-03-03,11567,1987-03-03,0.37,23,12,3,88,2002-10-10T12:46:18Z,1987,3,9,62,-188,1986-1987,0.8787878787878788,Percentile: 87.9
1991-03-03,11933,1988-03-03,0.12,28,8,0.5,58,2002-10-10T12:46:18Z,1988,3,9,63,-187,1987-1988,0.25757575757575757,Percentile: 25.8
1991-03-03,12298,1989-03-03,0.03,8,-5,2,68,2002-10-10T12:46:18Z,1989,3,9,62,-188,1988-1989,0.5,Percentile: 50
1991-03-03,12663,1990-03-03,0,34,14,0,61,2002-10-10T12:46:18Z,1990,3,9,62,-188,1989-1990,0.3484848484848485,Percentile: 34.8
1991-03-03,13028,1991-03-03,0.15,45,35,0,48,2002-10-10T12:46:18Z,1991,3,9,62,-188,1990-1991,0.15151515151515152,Percentile: 15.2
1991-03-03,13394,1992-03-03,0,28,8,NA,65,2002-10-10T12:46:18Z,1992,3,9,63,-187,1991-1992,0.4393939393939394,Percentile: 43.9
1991-03-03,13759,1993-03-03,0.19,18,12,1,62,2002-10-10T12:46:18Z,1993,3,9,62,-188,1992-1993,0.3787878787878788,Percentile: 37.9
1991-03-03,14124,1994-03-03,0.48,23,6,3,71,2002-10-10T12:46:18Z,1994,3,9,62,-188,1993-1994,0.5454545454545454,Percentile: 54.5
1991-03-03,14489,1995-03-03,0,12,-5,0,46,2002-10-10T12:46:18Z,1995,3,9,62,-188,1994-1995,0.12121212121212122,Percentile: 12.1
1991-03-03,14855,1996-03-03,0.1,17,2,1.5,82,2002-10-10T12:46:18Z,1996,3,9,63,-187,1995-1996,0.7575757575757576,Percentile: 75.8
1991-03-03,15220,1997-03-03,0,25,5,0,51,2002-10-10T12:46:18Z,1997,3,9,62,-188,1996-1997,0.21212121212121213,Percentile: 21.2
1991-03-03,15585,1998-03-03,0.08,29,21,0.1,84,2002-10-10T12:46:18Z,1998,3,9,62,-188,1997-1998,0.803030303030303,Percentile: 80.3
1991-03-03,15950,1999-03-03,0,20,13,0,61,2002-10-10T12:46:18Z,1999,3,9,62,-188,1998-1999,0.3484848484848485,Percentile: 34.8
1991-03-03,16307,2000-03-03,1.16,22,11,7,68,2002-10-10T12:46:18Z,2000,3,9,63,-187,1999-2000,0.5,Percentile: 50
1991-03-03,16644,2001-03-03,0,14,0,0,85,2002-10-10T12:46:18Z,2001,3,9,62,-188,2000-2001,0.8484848484848485,Percentile: 84.8
1991-03-03,16974,2002-03-03,0.32,42,21,0.02,60,2009-10-23T12:54:50Z,2002,3,9,62,-188,2001-2002,0.30303030303030304,Percentile: 30.3
1991-03-03,17327,2003-03-03,0.14,25,-31,0,81,2003-04-04T21:37:52Z,2003,3,9,62,-188,2002-2003,0.7424242424242424,Percentile: 74.2
1991-03-03,17685,2004-03-03,0.15,33,20,0.5,88,2004-03-03T18:30:07Z,2004,3,9,63,-187,2003-2004,0.8787878787878788,Percentile: 87.9
1991-03-03,18038,2005-03-03,0.14,4,-10,1,74,2018-01-05T12:55:40Z,2005,3,9,62,-188,2004-2005,0.6060606060606061,Percentile: 60.6
1991-03-03,18389,2006-03-03,0.3,12,-9,3.5,67,2006-03-03T18:30:08Z,2006,3,9,62,-188,2005-2006,0.4696969696969697,Percentile: 47
1991-03-03,18751,2007-03-03,0.13,25,19,1,78,2007-03-03T18:30:14Z,2007,3,9,62,-188,2006-2007,0.6666666666666666,Percentile: 66.7
1991-03-03,18974,2008-03-03,0.02,40,8,0,90,2008-03-03T18:30:02Z,2008,3,9,63,-187,2007-2008,0.9242424242424242,Percentile: 92.4
1991-03-03,19334,2009-03-03,0.24,0,-13,2,82,2018-01-05T12:55:40Z,2009,3,9,62,-188,2008-2009,0.7575757575757576,Percentile: 75.8
1991-03-03,19907,2010-03-03,0,31,23,0,100,2010-03-03T18:30:02Z,2010,3,9,62,-188,2009-2010,0.9545454545454546,Percentile: 95.5
1991-03-03,20267,2011-03-03,0,4,-14,0,74,2018-01-05T12:55:40Z,2011,3,9,62,-188,2010-2011,0.6060606060606061,Percentile: 60.6
1991-03-03,20626,2012-03-03,0,31,16,0,80,2012-03-03T18:30:02Z,2012,3,9,63,-187,2011-2012,0.7272727272727273,Percentile: 72.7
1991-03-03,21114,2013-03-03,0.07,22,12,1,65,2013-03-03T18:30:01Z,2013,3,9,62,-188,2012-2013,0.4393939393939394,Percentile: 43.9
1991-03-03,21472,2014-03-03,0,2,-11,0,63,2018-01-05T12:55:40Z,2014,3,9,62,-188,2013-2014,0.3939393939393939,Percentile: 39.4
1991-03-03,21831,2015-03-03,0,13,-4,0,78,2015-03-03T18:30:02Z,2015,3,9,62,-188,2014-2015,0.6666666666666666,Percentile: 66.7
1991-03-03,22188,2016-03-03,0,4,-14,0,35,2018-01-05T12:55:40Z,2016,3,9,63,-187,2015-2016,0.06060606060606061,Percentile: 6.1
1991-03-03,22533,2017-03-03,0.05,7,-5,1,63,2017-03-03T18:30:01Z,2017,3,9,62,-188,2016-2017,0.3939393939393939,Percentile: 39.4
1991-03-03,22888,2018-03-03,0.03,32,20,0,47,2018-03-03T18:30:02Z,2018,3,9,62,-188,2017-2018,0.13636363636363635,Percentile: 13.6
1991-03-03,23214,2019-03-03,0,28,13,0,105,2019-03-03T23:30:01Z,2019,3,9,62,-188,2018-2019,0.9696969696969697,Percentile: 97
1991-03-03,23916,2021-03-03,0,20,0,3,58,2021-03-03T23:30:02Z,2021,3,9,62,-188,2020-2021,0.25757575757575757,Percentile: 25.8
1991-03-03,24269,2022-03-03,0,19,3,4,57,2022-03-03T23:30:01Z,2022,3,9,62,-188,2021-2022,0.24242424242424243,Percentile: 24.2
1991-03-06,126,1955-03-06,0.21,30,-25,2,52,2002-10-10T12:46:18Z,1955,3,10,65,-185,1954-1955,0.171875,Percentile: 17.2
1991-03-06,492,1956-03-06,0,32,16,0,40,2002-10-10T12:46:18Z,1956,3,10,66,-184,1955-1956,0.109375,Percentile: 10.9
1991-03-06,857,1957-03-06,0,23,4,0,27,2002-10-10T12:46:18Z,1957,3,10,65,-185,1956-1957,0,Percentile: 0
1991-03-06,1222,1958-03-06,0,22,18,0,60,2002-10-10T12:46:18Z,1958,3,10,65,-185,1957-1958,0.234375,Percentile: 23.4
1991-03-06,1587,1959-03-06,0.31,29,14,4,64,2002-10-10T12:46:18Z,1959,3,10,65,-185,1958-1959,0.359375,Percentile: 35.9
1991-03-06,1953,1960-03-06,0.06,15,6,1,71,2002-10-10T12:46:18Z,1960,3,10,66,-184,1959-1960,0.53125,Percentile: 53.1
1991-03-06,2683,1962-03-06,0.07,24,15,0.5,58,2002-10-10T12:46:18Z,1962,3,10,65,-185,1961-1962,0.203125,Percentile: 20.3
1991-03-06,3048,1963-03-06,0.5,22,11,3,78,2002-10-10T12:46:18Z,1963,3,10,65,-185,1962-1963,0.65625,Percentile: 65.6
1991-03-06,3383,1964-03-06,0,38,NA,0,36,2002-10-10T12:46:18Z,1964,3,10,66,-184,1963-1964,0.046875,Percentile: 4.7
1991-03-06,3718,1965-03-06,0,32,25,0,36,2002-10-10T12:46:18Z,1965,3,10,65,-185,1964-1965,0.046875,Percentile: 4.7
1991-03-06,4083,1966-03-06,0.88,32,18,3,76,2002-10-10T12:46:18Z,1966,3,10,65,-185,1965-1966,0.609375,Percentile: 60.9
1991-03-06,4448,1967-03-06,0.35,20,10,2,68,2002-10-10T12:46:18Z,1967,3,10,65,-185,1966-1967,0.453125,Percentile: 45.3
1991-03-06,4814,1968-03-06,0,18,3,0,88,2002-10-10T12:46:18Z,1968,3,10,66,-184,1967-1968,0.84375,Percentile: 84.4
1991-03-06,5179,1969-03-06,0,7,-5,0,108,2002-10-10T12:46:18Z,1969,3,10,65,-185,1968-1969,0.96875,Percentile: 96.9
1991-03-06,5544,1970-03-06,0.04,23,11,0,74,2002-10-10T12:46:18Z,1970,3,10,65,-185,1969-1970,0.578125,Percentile: 57.8
1991-03-06,5909,1971-03-06,0,18,5,0,108,2002-10-10T12:46:18Z,1971,3,10,65,-185,1970-1971,0.96875,Percentile: 96.9
1991-03-06,6275,1972-03-06,0.21,15,-10,2,84,2002-10-10T12:46:18Z,1972,3,10,66,-184,1971-1972,0.765625,Percentile: 76.6
1991-03-06,6640,1973-03-06,0,30,19,0,82,2002-10-10T12:46:18Z,1973,3,10,65,-185,1972-1973,0.71875,Percentile: 71.9
1991-03-06,7005,1974-03-06,0,39,20,0,36,2002-10-10T12:46:18Z,1974,3,10,65,-185,1973-1974,0.046875,Percentile: 4.7
1991-03-06,7370,1975-03-06,0.14,21,6,2,85,2002-10-10T12:46:18Z,1975,3,10,65,-185,1974-1975,0.796875,Percentile: 79.7
1991-03-06,7553,1976-03-06,0.08,44,8,1.2,64,2002-10-10T12:46:18Z,1976,3,10,66,-184,1975-1976,0.359375,Percentile: 35.9
1991-03-06,7918,1977-03-06,0.22,28,18,1.5,93,2002-10-10T12:46:18Z,1977,3,10,65,-185,1976-1977,0.90625,Percentile: 90.6
1991-03-06,8283,1978-03-06,0,6,-3,0,92,2002-10-10T12:46:18Z,1978,3,10,65,-185,1977-1978,0.890625,Percentile: 89.1
1991-03-06,8648,1979-03-06,0.4,44,30,0,71,2002-10-10T12:46:18Z,1979,3,10,65,-185,1978-1979,0.53125,Percentile: 53.1
1991-03-06,9014,1980-03-06,0.32,28,10,2,37,2002-10-10T12:46:18Z,1980,3,10,66,-184,1979-1980,0.09375,Percentile: 9.4
1991-03-06,9379,1981-03-06,0.1,23,10,1.5,60,2002-10-10T12:46:18Z,1981,3,10,65,-185,1980-1981,0.234375,Percentile: 23.4
1991-03-06,9744,1982-03-06,0,24,7,0,103,2002-10-10T12:46:18Z,1982,3,10,65,-185,1981-1982,0.953125,Percentile: 95.3
1991-03-06,10109,1983-03-06,0,46,26,0,27,2002-10-10T12:46:18Z,1983,3,10,65,-185,1982-1983,0,Percentile: 0
1991-03-06,10475,1984-03-06,0.24,14,10,2,76,2002-10-10T12:46:18Z,1984,3,10,66,-184,1983-1984,0.609375,Percentile: 60.9
1991-03-06,10840,1985-03-06,0.12,19,-3,1,62,2002-10-10T12:46:18Z,1985,3,10,65,-185,1984-1985,0.296875,Percentile: 29.7
1991-03-06,11205,1986-03-06,0.17,19,11,NA,70,2002-10-10T12:46:18Z,1986,3,10,65,-185,1985-1986,0.484375,Percentile: 48.4
1991-03-06,11570,1987-03-06,0,39,21,0,83,2002-10-10T12:46:18Z,1987,3,10,65,-185,1986-1987,0.734375,Percentile: 73.4
1991-03-06,11936,1988-03-06,0,30,12,0,59,2002-10-10T12:46:18Z,1988,3,10,66,-184,1987-1988,0.21875,Percentile: 21.9
1991-03-06,12301,1989-03-06,0.12,24,-9,0,68,2002-10-10T12:46:18Z,1989,3,10,65,-185,1988-1989,0.453125,Percentile: 45.3
1991-03-06,12666,1990-03-06,0,2,-6,0,60,2002-10-10T12:46:18Z,1990,3,10,65,-185,1989-1990,0.234375,Percentile: 23.4
1991-03-06,13031,1991-03-06,0,32,14,0,42,2002-10-10T12:46:18Z,1991,3,10,65,-185,1990-1991,0.125,Percentile: 12.5
1991-03-06,13397,1992-03-06,0,28,20,NA,61,2002-10-10T12:46:18Z,1992,3,10,66,-184,1991-1992,0.28125,Percentile: 28.1
1991-03-06,13762,1993-03-06,0.05,14,7,0.5,62,2002-10-10T12:46:18Z,1993,3,10,65,-185,1992-1993,0.296875,Percentile: 29.7
1991-03-06,14127,1994-03-06,0,24,9,0,81,2002-10-10T12:46:18Z,1994,3,10,65,-185,1993-1994,0.703125,Percentile: 70.3
1991-03-06,14492,1995-03-06,0.07,30,19,0.3,46,2002-10-10T12:46:18Z,1995,3,10,65,-185,1994-1995,0.140625,Percentile: 14.1
1991-03-06,14858,1996-03-06,0,18,13,0,83,2002-10-10T12:46:18Z,1996,3,10,66,-184,1995-1996,0.734375,Percentile: 73.4
1991-03-06,15223,1997-03-06,0.75,26,10,7,66,2002-10-10T12:46:18Z,1997,3,10,65,-185,1996-1997,0.421875,Percentile: 42.2
1991-03-06,15588,1998-03-06,0.02,24,13,1,86,2002-10-10T12:46:18Z,1998,3,10,65,-185,1997-1998,0.8125,Percentile: 81.2
1991-03-06,15953,1999-03-06,0.22,8,-1,2.5,63,2002-10-10T12:46:18Z,1999,3,10,65,-185,1998-1999,0.34375,Percentile: 34.4
1991-03-06,16310,2000-03-06,0.1,22,11,1,75,2002-10-10T12:46:18Z,2000,3,10,66,-184,1999-2000,0.59375,Percentile: 59.4
1991-03-06,16647,2001-03-06,1.1,16,14,14,98,2002-10-10T12:46:18Z,2001,3,10,65,-185,2000-2001,0.921875,Percentile: 92.2
1991-03-06,16977,2002-03-06,0.14,18,6,2,64,2002-10-10T12:46:18Z,2002,3,10,65,-185,2001-2002,0.359375,Percentile: 35.9
1991-03-06,17330,2003-03-06,0.13,26,0,1,86,2003-03-06T18:30:06Z,2003,3,10,65,-185,2002-2003,0.8125,Percentile: 81.2
1991-03-06,17688,2004-03-06,0.07,42,26,0,84,2004-03-06T18:30:11Z,2004,3,10,66,-184,2003-2004,0.765625,Percentile: 76.6
1991-03-06,18041,2005-03-06,0.19,18,13,2,70,2005-03-06T18:30:07Z,2005,3,10,65,-185,2004-2005,0.484375,Percentile: 48.4
1991-03-06,18392,2006-03-06,0,23,6,0,71,2006-03-06T19:30:09Z,2006,3,10,65,-185,2005-2006,0.53125,Percentile: 53.1
1991-03-06,18753,2007-03-06,0.27,6,-28,2,88,2018-01-05T12:55:40Z,2007,3,10,65,-185,2006-2007,0.84375,Percentile: 84.4
1991-03-06,18977,2008-03-06,0.02,23,11,0.02,90,2009-10-23T12:54:50Z,2008,3,10,66,-184,2007-2008,0.875,Percentile: 87.5
